Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error,,,,,,,,,,,,,,,,,,,,
Barrel Aged Barley Wine,Poppels Bryggeri,11.38,3.96,13%,Barleywine - Other,beer-images.beerizer.com%2Fraw%2F53%2F25%2F252548.jpg,Beer Page,Sweden,white,black,,,,,,,,,,,,,,,,,,,,,
Boarding: Cancun,Funky Fluid,5.49,3.89,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F18%2F43%2F432129.jpg,Beer Page,Poland,red,white,,,,,,,,,,,,,,,,,,,,,
Boarding: Phuket,Funky Fluid,5.49,3.84,8%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F18%2F43%2F432130.jpg,Beer Page,Poland,red,white,,,,,,,,,,,,,,,,,,,,,
Boarding: Santorini,Funky Fluid,5.29,3.81,6.50%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F18%2F43%2F432131.jpg,Beer Page,Poland,blue,white,,,,,,,,,,,,,,,,,,,,,
Boarding: Sicily,Funky Fluid,5.29,3.79,6.30%,IPA - American,beer-images.beerizer.com%2Fraw%2F18%2F43%2F432132.jpg,Beer Page,Poland,black,white,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotton Candy Cupcakes,Vault City Brewing,7.29,3.97,4.1%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F12%2F43%2F432192.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/cotton-candy-cupcakes--432192"", ""Beer Page"")",Scotland,white,black,
Eazy Breezy,Vault City Brewing,7.29,3.85,5%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F12%2F43%2F432189.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/eazy-breezy--432189"", ""Beer Page"")",Scotland,white,black,
Pear & Elderflower Table Sour,Vault City Brewing,5.49,3.82,3%,Table Beer,beer-images.beerizer.com%2Fraw%2F12%2F43%2F432191.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/pear-elderflower-table-sour--432191"", ""Beer Page"")",Scotland,green,white,
Raspberry Sour,Vault City Brewing,4.99,3.82,5%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F12%2F42%2F429464.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/raspberry-sour--429464"", ""Beer Page"")",Scotland,white,black,
Triple Fruited Mango,Vault City Brewing,4.99,3.70,4.8%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F12%2F42%2F429563.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/triple-fruited-mango--429563"", ""Beer Page"")",Scotland,white,black,
Vleteren 8 Port Barrel Aged,Deca Brouwerij,3.50,3.65,8%,Belgian Dubbel,beer-images.beerizer.com%2Fraw%2F50%2F43%2F432183.png,"=HYPERLINK(""https://beerizer.com/shop/beervikings/vleteren-8-port-barrel-aged--432183"", ""Beer Page"")",Belgium,white,black,
Time Spiral,Spartacus Brewing,7.65,4.23,9.4%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F20%2F43%2F432182.jpg,"=HYPERLINK(""https://beerizer.com/shop/debierliefhebber/time-spiral--432182"", ""Beer Page"")",Brazil,black,white,
Seoul Brewery Kraftwerk Pils,서울브루어리ㅣSEOUL BREWERY,3.95,3.60,4.8%,Pilsner - German,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431624.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/seoul-brewery-kraftwerk-pils--431624"", ""Beer Page"")",South Korea,white,black,
Seoul Brewery Gold Rush California Common,서울브루어리ㅣSEOUL BREWERY,3.95,3.59,5.1%,California Common,beer-images.beerizer.com%2Fraw%2F51%2F43%2F431623.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/seoul-brewery-gold-rush-california-common--431623"", ""Beer Page"")",South Korea,white,black,
This House,Verdant Brewing Co,6.49,3.63,4.8%,Pale Ale - English,beer-images.beerizer.com%2Fraw%2F12%2F43%2F431346.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/this-house--431346"", ""Beer Page"")",England,silver,black,
Dips & Pieces,Vault City Brewing,8.95,4.27,13%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432175.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/vault-city-dips-pieces--432175"", ""Beer Page"")",Scotland,orange,black,
Fuerst Wiacek Flex Zone,FUERST WIACEK,6.50,4.12,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432172.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/fuerst-wiacek-flex-zone--432172"", ""Beer Page"")",Germany,blue,white,
Fuerst Wiacek Giving Chaos,FUERST WIACEK,6.50,4.11,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432173.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/fuerst-wiacek-giving-chaos--432173"", ""Beer Page"")",Germany,blue,white,
Blackberry Tonka Vanilla Glaze Doughnut,Vault City Brewing,5.95,4.05,4.5%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432177.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/vault-city-blackberry-tonka-vanilla-glaze-doughnut--432177"", ""Beer Page"")",Scotland,light blue,white,
Fuerst Wiacek Loud Typing,FUERST WIACEK,5.95,4.04,6.2%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432174.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/fuerst-wiacek-loud-typing--432174"", ""Beer Page"")",Germany,white,black,
10 Years | Part 1,Brouwerij Frontaal,6.50,3.99,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432179.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/frontaal-10-years-part-1--432179"", ""Beer Page"")",Netherlands,pink,blue,
Come Back To Earth (10 Years Edition),Brouwerij Frontaal,5.50,3.97,8.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432180.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/frontaal-come-back-to-earth-10-years-edition--432180"", ""Beer Page"")",Netherlands,purple,white,
10 Years | Part 2,Brouwerij Frontaal,6.50,3.95,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432178.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/frontaal-10-years-part-2--432178"", ""Beer Page"")",Netherlands,blue,white,
Peace of Mind (10 Years Edition),Brouwerij Frontaal,4.50,3.62,4.8%,IPA - Session,beer-images.beerizer.com%2Fraw%2F51%2F43%2F432181.png,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/frontaal-peace-of-mind-10-years-edition--432181"", ""Beer Page"")",Netherlands,blue,white,
Straight & Vanilla,Brouwerij de Molen,6.90,4.27,14.4%,Porter - Baltic,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432149.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/straight-vanilla--432149"", ""Beer Page"")",Netherlands,white,black,
Dips & Pieces,Vault City Brewing,8.90,4.27,13%,Stout - Imperial / Double Pastry,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432158.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/dips-pieces--432158"", ""Beer Page"")",Scotland,red,white,
Planet Hopper,Folkingebrew,7.70,4.26,10%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432165.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/planet-hopper--432165"", ""Beer Page"")",Netherlands,blue,white,
Nothing But...,Spartacus Brewing,7.70,4.26,9%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432145.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/nothing-but--432145"", ""Beer Page"")",Brazil,black,white,
The Syndicate (Investor Collab #2),Folkingebrew,7.70,4.21,8.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432166.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/the-syndicate-investor-collab-2--432166"", ""Beer Page"")",Netherlands,black,white,
Peach & Apricot Pastel De Nata,Vault City Brewing,5.80,4.19,4.8%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432160.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/peach-apricot-pastel-de-nata--432160"", ""Beer Page"")",Scotland,blue,white,
Gods of My World,Spartacus Brewing,7.70,4.18,7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432146.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/gods-of-my-world--432146"", ""Beer Page"")",Brazil,black,white,
Memory Leak,FUERST WIACEK,7.10,4.16,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432167.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/memory-leak--432167"", ""Beer Page"")",Germany,red,white,
Flex Zone,FUERST WIACEK,6.50,4.12,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432170.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/flex-zone--432170"", ""Beer Page"")",Germany,blue,white,
Giving Chaos,FUERST WIACEK,6.60,4.11,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432168.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/giving-chaos--432168"", ""Beer Page"")",Germany,blue,white,
Loud Typing,FUERST WIACEK,6.30,4.04,6.2%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432169.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/loud-typing--432169"", ""Beer Page"")",Germany,blue,white,
10 Years | Part 1,Brouwerij Frontaal,7.10,3.99,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432155.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/10-years-part-1--432155"", ""Beer Page"")",Netherlands,red,white,
Come Back To Earth (10 Years Edition),Brouwerij Frontaal,5.90,3.97,8.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432157.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/come-back-to-earth-10-years-edition--432157"", ""Beer Page"")",Netherlands,blue,white,
10 Years | Part 2,Brouwerij Frontaal,7.10,3.95,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432156.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/10-years-part-2--432156"", ""Beer Page"")",Netherlands,blue,white,
Warmouth Amarillo / Cryo-POP,De Kromme Haring,4.40,3.94,6.3%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432163.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/warmouth-amarillo-cryo-pop--432163"", ""Beer Page"")",Netherlands,blue,white,
Juice,Vault City Brewing,5.80,3.88,5%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432159.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/juice--432159"", ""Beer Page"")",Scotland,yellow,black,
You're Gonna Need A Bigger Boat,Uiltje Brewing Company,5.50,3.66,7%,IPA - Cold,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432152.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/youre-gonna-need-a-bigger-boat--432152"", ""Beer Page"")",Netherlands,blue,white,
Switchblade,Van Moll,3.70,3.64,6.3%,Porter - Other,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432147.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/switchblade--432147"", ""Beer Page"")",Netherlands,blue,white,
Peace of Mind (10 Years Edition),Brouwerij Frontaal,4.50,3.62,4.8%,IPA - Session,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432154.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/peace-of-mind-10-years-edition--432154"", ""Beer Page"")",Netherlands,white,black,
Bos & Vruchten,Brouwerij de Molen,4.40,3.51,8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432150.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/bos-vruchten--432150"", ""Beer Page"")",Netherlands,blue,white,
Turbo,Brouwerij 't IJ,3.60,3.47,8.5%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432153.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/turbo--432153"", ""Beer Page"")",Netherlands,white,black,
Mu Mu Land,Van Moll,4.30,3.40,6%,Sour - Smoothie / Pastry,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432148.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/mu-mu-land--432148"", ""Beer Page"")",Netherlands,blue,white,
Shore Thing,De Kromme Haring,3.80,3.37,6%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432164.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/shore-thing--432164"", ""Beer Page"")",Netherlands,red,white,
Citroen & Sorbet,Brouwerij de Molen,3.70,2.80,7.5%,Pale Ale - American,beer-images.beerizer.com%2Fraw%2F48%2F43%2F432151.jpg,"=HYPERLINK(""https://beerizer.com/shop/bierloods22/citroen-sorbet--432151"", ""Beer Page"")",Netherlands,white,black,
Lucky Liver,FrauGruber Brewing,4.50,3.78,0.5%,Non-Alcoholic - IPA,N/A,"=HYPERLINK(""https://beerizer.com/shop/verdins/fraugruber-brewing-lucky-liver--396419"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /3X5i2ZRYuAeETVAe9xwGTwJxVPM=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F94%2F39%2F396419.png (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Orca Brau Geselligkeit. BIO Ein Weißbier,orca brau,3.49,3.61,5.4%,Wheat Beer - Hefeweizen,N/A,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/orca-brau-geselligkeit-bio-ein-weissbier--249372"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /1awWtdDHdMGJQzQZaTXPlnImAwI=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F70%2F24%2F249372.jpg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Orca Brau Fränkisches Landbier BIO,orca brau,2.99,3.42,5.2%,Historical Beer - Other,N/A,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/orca-brau-frankisches-landbier-bio--158276"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /NBPsXn-K7QTzFILoqeX8Dy5lWvI=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F70%2F15%2F158276.jpg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Weizen IPA,Landgang Brauerei,3.29,3.38,5.4%,IPA - White / Wheat,N/A,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/landgang-weizen-ipa--432142"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /1EX3tTgv7jLAIf1hWg2Z37tPozc=/trim/fit-in/100x100/assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-1538195_c5828_sm.jpeg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Rauchweizen - Weiherer x Oldskool,Brauerei Kundmüller,2.20,3.67,5.3%,Smoked Beer,N/A,"=HYPERLINK(""https://beerizer.com/shop/bierothek/rauchweizen-weiherer-x-oldskool--430748"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /iMmhhPC_ALxByxTJFBCqZRGpiIs=/trim/fit-in/100x100/untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-4447_f21ac.jpeg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Lager,Privatbrauerei Rothenbach,1.90,3.43,4.9%,Lager - Amber / Red,N/A,"=HYPERLINK(""https://beerizer.com/shop/bierothek/lager--226304"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /GaMQjx5BlqXDqW4NkDDxATrsoAM=/trim/fit-in/100x100/assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-4789096_baaab_sm.jpeg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Seidla Hell,Privatbrauerei Rothenbach,1.90,3.41,4.9%,Lager - Helles,N/A,"=HYPERLINK(""https://beerizer.com/shop/bierothek/seidla-hell--226306"", ""Beer Page"")",Germany,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /gcKeEQUbU_4RAxNZ0T9NSyoKN4E=/trim/fit-in/100x100/assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-1561293_b678e_sm.jpeg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Whakatu,Rock City Brewing,5.95,3.52,8%,Brown Ale - Imperial / Double,N/A,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/rock-city-whakatu--421624"", ""Beer Page"")",Netherlands,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /9_12VVi7L4gV2o3p7jeFw4XYOvI=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F51%2F42%2F421624.png (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
FOORT - Amersfoorts Stadspils,Rock City Brewing,2.75,3.40,4.5%,Pilsner - Other,N/A,"=HYPERLINK(""https://beerizer.com/shop/hoptimaal/rock-city-foort-amersfoorts-stadspils--427208"", ""Beer Page"")",Netherlands,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /7EXk2Ca9Z1L1Movpe-_UX7AWqE8=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F51%2F42%2F427208.png (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Barrel Aged Barley Wine,Poppels Bryggeri,11.38,3.96,13%,Barleywine - Other,N/A,"=HYPERLINK(""https://beerizer.com/shop/drinkonline/poppels-barrel-aged-barley-wine--252548"", ""Beer Page"")",Sweden,N/A,N/A,"HTTPSConnectionPool(host='image-cache.beerizer.com', port=443): Max retries exceeded with url: /ECrf3c3vUPVJH56KBOz5Rdckvxw=/trim/fit-in/100x100/beer-images.beerizer.com%2Fraw%2F53%2F25%2F252548.jpg (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))"
Pinta Break Point,Browar PINTA,4.25,3.77,6.5%,IPA - American,beer-images.beerizer.com%2Fraw%2F53%2F40%2F400422.jpg,"=HYPERLINK(""https://beerizer.com/shop/drinkonline/pinta-break-point--400422"", ""Beer Page"")",Poland,white,black,
Gulden Draak Classic,Brouwerij Van Steenberge,3.33,3.76,10.5%,Belgian Strong Dark Ale,beer-images.beerizer.com%2Fraw%2F53%2F9%2F90444.jpg,"=HYPERLINK(""https://beerizer.com/shop/drinkonline/van-steenberge-gulden-draak-classic--90444"", ""Beer Page"")",Belgium,white,black,
Classic,Brouwerij Rodenbach,2.52,3.44,5.2%,Sour - Flanders Red Ale,beer-images.beerizer.com%2Fraw%2F53%2F9%2F90490.jpg,"=HYPERLINK(""https://beerizer.com/shop/drinkonline/rodenbach-classic--90490"", ""Beer Page"")",Belgium,white,black,
Vichtenaar,Brouwerij Verhaeghe,2.54,3.10,5.1%,Sour - Flanders Red Ale,beer-images.beerizer.com%2Fraw%2F53%2F36%2F362487.png,"=HYPERLINK(""https://beerizer.com/shop/drinkonline/verhaeghe-vichtenaar--362487"", ""Beer Page"")",Belgium,red,white,
Möglichkeitsdruck,Atelier der Braukünste,6.79,4.11,6.2%,IPA - Other,beer-images.beerizer.com%2Fraw%2F12%2F43%2F431955.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/moglichkeitsdruck--431955"", ""Beer Page"")",Germany,black,white,
Normvollendet,Atelier der Braukünste,6.99,4.01,7.8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F12%2F43%2F431960.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/normvollendet--431960"", ""Beer Page"")",Germany,black,white,
Mirror Mellow,Blech.Brut,6.69,3.98,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F12%2F43%2F431958.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/mirror-mellow--431958"", ""Beer Page"")",Germany,blue,white,
Spikestrobe,Blech.Brut,6.69,3.90,7%,IPA - Other,beer-images.beerizer.com%2Fraw%2F12%2F43%2F431961.jpg,"=HYPERLINK(""https://beerizer.com/shop/beyond_beer/spikestrobe--431961"", ""Beer Page"")",Germany,blue,white,
Porgs In A Blanket,Deep Fried Beers,21.50,4.55,8.7%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6344543_883d5_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/porgs-in-a-blanket--431944"", ""Beer Page"")",United States,blue,white,
DDH Jasper With Eggers Special,Fidens Brewing Co,19.00,4.44,7.8%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6334613_203e1_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/ddh-jasper-with-eggers-special--431946"", ""Beer Page"")",United States,white,black,
Ghost In The Machine 2025,Parish Brewing Co.,9.75,4.42,8%,IPA - Imperial / Double New England / Hazy,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-parishbrewingco_10253.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/ghost-in-the-machine-2025--431949"", ""Beer Page"")",United States,N/A,N/A,Failed to encode image
Milkshake IPA (DDH Double Galaxy),Tired Hands Brewing Company,13.00,4.38,9%,IPA - Imperial / Double Milkshake,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-3761958_b9561_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/milkshake-ipa-ddh-double-galaxy--431947"", ""Beer Page"")",United States,green,white,
Time Engine With Rakau,Deep Fried Beers,21.50,4.35,8.5%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6359948_c5a58_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/time-engine-with-rakau--431943"", ""Beer Page"")",United States,blue,white,
Fear Is the Thief,Fidens Brewing Co,18.50,4.34,8%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6342634_88357_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/fear-is-the-thief--431945"", ""Beer Page"")",United States,black,white,
BA Grazing On the Ordinary 2025,Finback Brewery,30.00,4.34,12.4%,Stout - Imperial / Double Pastry,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6161943_7671b_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/ba-grazing-on-the-ordinary-2025--431952"", ""Beer Page"")",United States,black,gold,
Emperor's Marshmelatonin,Equilibrium Brewery,22.00,4.29,11%,Stout - Imperial / Double Pastry,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-198789_9cb30.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/emperors-marshmelatonin--431953"", ""Beer Page"")",United States,N/A,N/A,Failed to encode image
With Any Arms,Tired Hands Brewing Company,13.00,4.28,11%,IPA - Quadruple,untappd.akamaized.net%2Fsite%2Fbrewery_logos%2Fbrewery-6226_cf488.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/with-any-arms--431948"", ""Beer Page"")",United States,N/A,N/A,Failed to encode image
Goats In The Machine,Parish Brewing Co.,11.25,4.27,8%,IPA - Imperial / Double New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6288941_c7c00_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/goats-in-the-machine--431950"", ""Beer Page"")",United States,black,white,
Grapefruit B-43 (IPA Brut),Old Nation Brewing Co.,8.50,3.95,7%,IPA - Brut,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-4505541_0668b_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/grapefruit-b-43-ipa-brut--431951"", ""Beer Page"")",United States,red,white,
Fractional BA Buenas Noches,3 Sons Brewing Co.,50.00,4.58,13.5%,Strong Ale - Other,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6317372_7f296_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/fractional-ba-buenas-noches--431922"", ""Beer Page"")",United States,white,black,
Temporalis #0037,Messorem,11.25,4.52,10%,IPA - Triple New England / Hazy,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6307447_416e3_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/temporalis-0037--431924"", ""Beer Page"")",Canada,black,white,
Fragments #3,Brasserie du Bas-Canada,45.00,4.48,11.9%,Strong Ale - Other,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6265230_55955_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/fragments-3--431934"", ""Beer Page"")",Canada,white,black,
